,indpro,payems,pi_transfer,real_manf_trade,personal_consump,capacity_util
2009-05-01,-0.010150910930024182,-0.0027042646603998577,-0.000758153531180028,0.0004308992277710644,0.0009122007474049454,-0.5827000000000027
2009-06-01,-0.003775936043751038,-0.003489873014773437,-0.007748192418288724,-0.0015821230926231777,0.0002758968163414366,-0.09209999999999496
2009-07-01,0.011226962849123723,-0.002644553839957098,-0.004813421948995256,0.014662949675505743,0.003328746413212791,1.0633000000000052
2009-08-01,0.010907281117748191,-0.0014551918442506917,-0.002433542455834825,0.0005729419988291795,0.008949244542455936,0.8158999999999992
2009-09-01,0.008775750967465079,-0.0017336743654521314,-0.0006795540574913161,0.0011827333410536767,-0.009272054667150087,0.7905999999999977
2009-10-01,0.0026918316470805337,-0.001421398818683528,-0.00012690125286773934,0.004910758056011488,0.0011353519914045762,0.18389999999999418
2009-11-01,0.004328725221761864,-3.0755272609539475e-05,0.0029146622610891626,0.007479351482349017,-0.0016018173289307214,0.794700000000006
2009-12-01,0.00404986001487373,-0.0019163802451629408,0.0024374402707820764,0.0033555368676143615,0.006094707183936343,0.06680000000000064
2010-01-01,0.010840638479048259,-4.622318093261413e-05,-0.0023018709472015786,-0.0028644231457857217,-0.0018328538134264605,0.7935999999999979
2010-02-01,0.0037459440910962982,-0.0007398616179781214,-0.0008408262290675594,0.006582555092194298,0.0037335659645503227,0.07920000000000016
2010-03-01,0.006833361127325688,0.001232798763069809,0.003926830681370674,0.012599641245886417,0.004771470268220668,0.9475999999999942
2010-04-01,0.003386556200029922,0.0019539519882822987,0.0107088032694449,0.00890454226080628,0.0020413347737706644,0.6561999999999983
2010-05-01,0.013418531682922286,0.004003656186659654,0.00956291440623147,-0.0031358763896633945,0.0024840930828267105,0.987000000000009
2010-06-01,0.0018475022092525606,-0.0010109056123734916,0.001120616367972005,0.009589505215798155,0.0024310195825574255,0.07099999999999795
2010-07-01,0.003789845743598974,-0.0007281786275576962,0.0025278005312969754,0.008437885108493859,0.002729313685071233,0.47809999999999775
2010-08-01,0.00365793559629779,0.0,0.0017226381710937488,0.00050773157619588,0.0024185221423138614,0.20409999999999684
2010-09-01,0.00294342526586977,-0.0005675804352467395,0.0010444415162620402,-0.00015525823924811277,0.0009447882802549046,0.17150000000000887
2010-10-01,-0.002837691245095364,0.0021382513578789286,0.0016916102813340217,0.005149022075178422,0.0025499673239623988,0.14039999999999964
2010-11-01,0.0008691845526112019,0.0009871102577179158,0.0018548498252908274,0.0028502108422951977,0.0025318821450852624,0.1986999999999881
2010-12-01,0.009737829134778053,0.0006193157905567404,0.007298412469923576,0.0017767253711511444,0.001321463539081691,0.44370000000000687
2011-01-01,-0.0021083561409289686,5.350311656826534e-05,0.01588339327765631,0.012182221489698719,0.0011230297509614573,0.11730000000000018
2011-02-01,-0.0039787481289410565,0.0016800694307494979,0.004550459062528489,-0.014426347817144247,-0.00027774563307847444,0.19969999999999288
2011-03-01,0.010348991071804647,0.0017229553701927358,-0.002366381478628554,0.01138975555805466,0.003454753717766934,0.511400000000009
2011-04-01,-0.00323549938184442,0.0023889238384970923,-0.0012450222045359283,-0.003654749792293188,-0.001188752008233429,-0.3468000000000018
2011-05-01,0.0012053529354325576,0.0008051652542846455,-0.0002986947063625678,-0.007879598078464056,-0.0011554817332930511,0.013300000000000978
2011-06-01,0.0030203149621863545,0.0017296711110361684,0.005940038570606987,0.010054163057127141,0.0023211646264567065,0.10699999999999932
2011-07-01,0.004915055867338758,0.00046225604502936335,0.005972439713946898,0.00452701733487082,0.0017402232107350812,0.4287999999999954
2011-08-01,0.006728443816048646,0.0010071295012590298,-0.00013495845830391318,0.007394187486859494,-0.0006104619543529921,0.3359000000000094
2011-09-01,-0.0008274225944706615,0.001656149114312555,-0.0012323380528798111,-0.00651818001164628,0.001646242507532314,0.1424999999999983
2011-10-01,0.006916436587234287,0.0015779721428899052,0.0001857919810763775,0.012545476824289636,0.0018042974744743034,0.33799999999999386
2011-11-01,-8.659124192433865e-05,0.0010330151007398314,-0.0010476424780243576,-0.00362452333116714,-0.0016892769431828825,-0.21229999999999905
2011-12-01,0.0052922619015616235,0.0014910876404314877,0.010084316966599616,0.008725641116141603,0.00044845370467161416,0.42260000000000275
2012-01-01,0.005946556615738174,0.00269037564487995,0.006855225371692697,0.005895839180031004,0.003855293749750466,0.5446000000000026
2012-02-01,0.003210503784291774,0.0019718474646470696,0.006337918110935092,0.0035952408693713522,0.006039830886842346,0.23299999999998988
2012-03-01,-0.0051911748236843636,0.0017885410949833869,0.0028204808563767614,-0.0009264602164442692,-0.0013099070700075544,-0.48449999999999704
2012-04-01,0.007167758505782551,0.0005755438861587692,0.003986213818718554,0.003256247433027326,0.000922808821916199,0.2775000000000034
2012-05-01,0.002306548336549419,0.0007992321821337356,-0.0006728426212436744,0.0030278117884723343,6.832234485010247e-05,-0.3131999999999948
2012-06-01,5.529183852992503e-05,0.0006046017090621802,-0.0011908918722607353,-0.00279107582990612,-0.0010481225895730972,0.125
2012-07-01,0.0020967842001429204,0.0010739457347224146,-0.0072497853526254374,0.001900959692733295,0.0020951477683031072,-0.23270000000000834
2012-08-01,-0.00428827046970337,0.0013557001063340124,-0.0015574262542319417,-0.0008909091498381372,0.0002047245892757843,-0.18059999999999832
2012-09-01,-0.000733960055224081,0.0013241290951864215,0.008215344825364568,0.0015053226149106536,0.00140918722321981,-0.2342000000000013
2012-10-01,0.0034679632891858603,0.0011293307687232357,0.008784374064966016,-0.0038719838604635015,-6.814077887540293e-05,-0.1735000000000042
2012-11-01,0.0036609386281414302,0.001157725347683325,0.015295752846657962,0.01826004906174461,0.004351676140460725,0.38390000000001123
2012-12-01,0.0023667469005932418,0.0018451351849684272,0.028113570293362145,0.00369666068906227,0.0004070004126184301,0.45429999999998927
2013-01-01,0.0002451126233573575,0.001353895986429876,-0.0611969628311666,0.003098839849119628,0.00444359962909413,-0.18649999999999523
2013-02-01,0.004666005179331911,0.002134393708450588,-0.0020099340664607723,0.004083901791961608,-0.00016881151109515713,0.27420000000000755
