,delta_s,s
2023-02-22,-0.15526882677540077,1.4888149144271081
2023-02-23,-0.9159356987652466,0.5728792156618615
2023-02-24,0.5287700305547024,1.101649246216564
2023-02-27,0.32638981334230976,1.4280390595588737
2023-02-28,-2.758658614984604,-1.3306195554257303
2023-03-01,0.3704533663691617,-0.9601661890565686
2023-03-02,0.6142707279431366,-0.34589546111343195
2023-03-03,0.5020014650271805,0.15610600391374857
2023-03-06,0.4517593999602188,0.6078654038739674
2023-03-07,0.41774016737407116,1.0256055712480385
2023-03-08,-0.853569894252948,0.17203567699509048
2023-03-09,-0.29529473179923227,-0.12325905480414179
2023-03-10,-0.07061255465164823,-0.19387160945579002
2023-03-13,0.7193846849902503,0.5255130755344604
2023-03-14,0.31813508999927964,0.84364816553374
2023-03-15,-1.0657703613995375,-0.2221221958657975
2023-03-16,-0.9299793081348202,-1.1521015040006177
2023-03-17,0.3280344086764446,-0.8240670953241731
2023-03-20,-0.36799140810137687,-1.19205850342555
2023-03-21,0.8674725412386078,-0.32458596218694213
2023-03-22,-0.40094477836068065,-0.7255307405476228
2023-03-23,0.3336221210185127,-0.3919086195291101
2023-03-24,0.7137695489898785,0.3218609294607684
2023-03-27,-0.5350918056461902,-0.21323087618542186
2023-03-28,0.8265027611932454,0.6132718850078235
2023-03-29,0.15510808256010244,0.7683799675679259
2023-03-30,-0.018269923160750934,0.750110044407175
2023-03-31,-0.5676815273984789,0.1824285170086961
2023-04-03,0.29611000934578957,0.4785385263544857
2023-04-04,3.6353918713008335,4.113930397655319
2023-04-05,0.0443672292032371,4.158297626858556
2023-04-06,-0.08797699783265855,4.070320629025898
2023-04-10,-0.2926348548421456,3.777685774183752
2023-04-11,-0.8889427965683816,2.8887429776153706
2023-04-12,0.2565989553959094,3.14534193301128
2023-04-13,0.40368352448143874,3.5490254574927187
2023-04-14,-0.52995136338596,3.0190740941067586
2023-04-17,-0.1643507283360126,2.854723365770746
2023-04-18,-0.8443581132774565,2.0103652524932896
2023-04-19,-0.35353948579613337,1.6568257666971562
2023-04-20,-0.6504913244696542,1.006334442227502
2023-04-21,-0.482642041332209,0.523692400895293
2023-04-24,0.30159979214542343,0.8252921930407164
2023-04-25,0.2559357987891535,1.08122799182987
