,cpi,price_index,oil_price,ppi,hour_earnings
1958-05-01,0.0,,,0.003159560290368457,
1958-06-01,-0.0010371651750831212,,,-0.003159560290368457,
1958-07-01,-0.0006920415501108224,,,0.0,
1958-08-01,0.0017292067251939436,,,0.0,
1958-09-01,-0.0010371651750831212,,,0.0,
1958-10-01,0.0,,,-0.0031695747612792147,
1958-11-01,0.001382647990749497,,,0.0031695747612792147,
1958-12-01,0.0006906077622548246,,,0.0,
1959-01-01,0.0013797863520537135,,,0.003159560290368457,
1959-02-01,-0.00034476814683870316,0.000988695990633559,,0.0,
1959-03-01,-0.0010350182052150103,0.0006585880111598108,,0.0,
1959-04-01,0.00034512511127715584,0.001973165596780735,,0.0031496089028961727,
1959-05-01,0.0020682530640590002,0.0005255206059326945,,0.0,
1959-06-01,0.0024075678009367607,0.002885437112449374,,-0.0031496089028961727,
1959-07-01,0.001373155038969287,0.0020932826378543545,,0.0,
1959-08-01,0.0010286302981383777,0.0014365942133758303,,-0.003159560290368457,
1959-09-01,0.0023960305832257944,0.002606713760173296,,0.003159560290368457,
1959-10-01,0.0034129725962399604,0.002405175534609949,,-0.003159560290368457,
1959-11-01,0.0,0.0006490556468530251,,-0.0031695747612792147,
1959-12-01,0.0020422062917981876,0.0011672396111581662,,0.0,
1960-01-01,-0.0013610073553746993,-0.0005834494995498041,,0.0031695747612792147,
1960-02-01,0.0013610073553746993,0.0010370083241846295,,0.0,
1960-03-01,0.0,0.0005828449473681552,,0.00630916919326463,
1960-04-01,0.004410524537330041,0.0036189777122475064,,0.0,
1960-05-01,0.001015056761151989,0.0010315926124375707,,-0.0031496089028961727,
1960-06-01,0.0013518082491144057,0.0004509873477851478,,0.0,
1960-07-01,-0.002028398261392894,0.0018019182428803404,,0.0,
1960-08-01,0.002028398261392894,0.0016703074678687813,,-0.003159560290368457,
1960-09-01,0.0,0.0005775339461711049,,0.0,
1960-10-01,0.004716989878138733,0.0011540682181068185,,0.003159560290368457,
1960-11-01,0.001007895264224068,0.0033903758687361396,,0.0,
1960-12-01,0.001006880434117008,0.00019156476544024414,,0.0,
1961-01-01,0.001005867645580416,0.00019152807540923078,,0.0031496089028961727,
1961-02-01,0.0,0.000893312974158178,,0.0,
1961-03-01,0.0,-0.0005741810103838674,,0.0,
1961-04-01,-0.001005867645580416,-0.0005745108836325841,,-0.00630916919326463,
1961-05-01,0.001005867645580416,0.0005745108836325841,,-0.0031695747612792147,
1961-06-01,0.0,0.00044661371846466125,,-0.006369448285479695,
1961-07-01,0.002677377770716305,0.002166433879066343,,0.006369448285479695,
1961-08-01,0.0006682258852057643,0.0008271035941533889,,0.0,
1961-09-01,0.0013351136829693466,0.0011440921606444832,,0.0,
1961-10-01,0.0,-6.352634757389453e-05,,0.0,
1961-11-01,0.0,6.352634757389453e-05,,0.0,
1961-12-01,0.0010001667778238854,0.000254065042017082,,0.0031695747612792147,
1962-01-01,0.0009991674436582443,0.0019034330980041148,,0.003159560290368457,
1962-02-01,0.002327515597708718,0.0026587342369457367,,0.0,
1962-03-01,0.0019907106773273675,0.0013267209830578608,,0.0,
1962-04-01,0.0013249422276104816,0.0011357901271473736,,-0.003159560290368457,
1962-05-01,0.0009925559127519357,0.0006304375445220778,,-0.0031695747612792147,
1962-06-01,-0.0009925559127519357,0.0006300403434220669,,0.0,
1962-07-01,0.0003309614460129673,-0.0005670184432911007,,0.0031695747612792147,
1962-08-01,0.0019834717246545175,0.0014484085784158829,,0.0,
1962-09-01,0.004612858261898722,0.004896431628230502,,0.00944888919793252,
1962-10-01,-0.0013157896635198618,-0.0010024435398694465,,-0.006289328907564062,
1962-11-01,0.0,0.0006892878676270087,,0.0,
1962-12-01,0.0,-0.000375916300398238,,-0.003159560290368457,
1963-01-01,0.0019730358258582825,0.0024409337733692915,,0.0,
1963-02-01,0.0013131978249605325,0.0010621349909833988,,-0.0031695747612792147,
1963-03-01,0.0009837679101325492,-0.000812119363704511,,0.0,
1963-04-01,-0.0009837679101325492,-6.249804695634964e-05,,-0.0031796529173795385,
1963-05-01,0.0009837679101325492,0.001623681116097675,,0.0031796529173795385,
1963-06-01,0.003272254228742888,0.0021815697248812604,,0.0031695747612792147,
1963-07-01,0.0026101156743236764,0.0019904217555977155,,0.003159560290368457,
1963-08-01,0.0019531256208820125,0.0013661204310433384,,-0.003159560290368457,
1963-09-01,-0.0009760859730554294,-0.000186179291194577,,0.0,
1963-10-01,0.0009760859730554294,0.0019221831991855787,,0.0,
1963-11-01,0.00097513415820627,0.0014237521362603367,,0.003159560290368457,
1963-12-01,0.003243596745842403,0.00148349637789158,,-0.003159560290368457,
